ssn,fname,minit,lname,bdate,address,sex,salary,superssn,dno
356602785,Margaret,A,Ramirez,1958-02-26,4583 Park Way,M,85227.74,,48
923973312,Amanda,H,Brown,1976-07-20,231 Washington Ct,F,56689.04,,7
190906681,William,P,Robinson,1993-07-20,3045 Lincoln Way,F,70012.91,,16
775284722,Kenneth,E,Anderson,1962-03-13,728 Cedar Dr,M,75419.39,,41
401459841,Dorothy,G,Smith,1967-11-13,1917 Cedar Ct,M,91732.07,,44
744053736,Mary,P,Jones,1990-02-23,2484 Oak Ln,F,71124.75,,31
488047414,Jessica,N,Miller,1986-01-14,1305 Lincoln Ave,M,109353.73,,26
996714792,Ashley,F,Taylor,1972-07-19,3767 Elm Ct,M,93216.18,,30
761962359,Deborah,K,Nguyen,1976-09-27,8451 Park Ct,F,34246.78,,1
112037305,Amanda,J,Martinez,1983-06-06,3649 Oak Dr,F,110576.51,,42
232568472,Karen,S,Green,1968-08-10,6271 Oak Ln,M,127625.01,,15
716435189,Joseph,P,Scott,1994-10-22,9221 Oak Rd,M,25412.48,,1
150242357,Karen,P,Davis,1962-08-06,9953 Maple Way,M,94933.8,,20
628276702,Richard,L,Johnson,1964-01-18,462 Main Ave,F,54995.37,,47
308472258,Kenneth,M,Moore,1967-06-05,625 Lake St,F,37745.19,,31
178830977,Joshua,M,Martin,1962-10-14,6368 Washington Rd,F,23103.86,,33
902759981,James,G,Lewis,1978-09-07,191 Lake Rd,F,32234.1,,25
565335683,Michael,T,Lee,1967-09-22,683 Oak Dr,M,96224.64,,16
805399640,Betty,M,Martinez,1975-02-01,5319 Oak Ln,M,80498.96,,22
685861719,Jessica,N,Roberts,1990-12-09,5998 Lincoln Ct,F,20025.43,,4
841760327,Timothy,D,Jones,1956-08-25,7165 Oak Dr,M,24263.05,,44
520484091,Richard,L,Nguyen,1976-11-22,7822 Oak Way,M,139950.72,,41
775960462,Kimberly,G,Nguyen,1983-11-14,2453 Oak Ln,M,102875.37,,19
124045945,Lisa,B,Davis,1974-03-09,7586 Pine Ave,M,134437.77,,32
229934440,Mary,F,Garcia,1991-03-22,3319 Lincoln Ln,F,82124.37,,44
413975774,William,N,Walker,1962-11-03,1351 Cedar Dr,F,111683.17,,24
354044979,James,M,Young,1995-04-24,5164 Lincoln Blvd,F,50534.2,,37
817662257,George,E,Adams,1981-03-27,4960 Main St,F,69007.82,,23
483656443,Robert,L,Davis,1978-02-02,2575 Main Way,F,97949.49,,45
609586681,Thomas,E,King,1982-01-10,7453 Washington Ln,M,32657.36,,36
485010812,Kimberly,D,Roberts,1969-01-18,8941 Lake Dr,M,62884.4,,21
894319323,Barbara,G,Jones,1962-03-07,2625 Lincoln Rd,F,108682.37,,41
905039950,Karen,C,Campbell,1966-04-28,580 Elm Way,M,60424.2,,49
670866707,Matthew,G,Gonzalez,1988-11-08,9439 Main Way,M,119616.84,,38
950089047,Lisa,D,Sanchez,1991-10-19,4107 Lake Dr,F,55852.43,,30
914015094,Dorothy,F,Wright,1960-03-19,2031 Washington Dr,F,104788.26,,21
230307805,Ashley,E,Robinson,1988-09-20,5298 Lincoln Way,F,121776.75,,1
369296768,Susan,M,Robinson,1967-11-02,6511 Washington Blvd,F,85727.3,,16
711768303,Thomas,A,Rivera,1993-08-14,2284 Washington Dr,F,60277.29,,46
998697433,Christopher,E,Johnson,1960-08-27,7961 Lincoln Rd,M,62825.5,,4
103098643,Amanda,B,Thompson,1993-04-27,7308 Lincoln Ct,F,71724.88,,39
854985336,Margaret,F,White,1995-08-23,122 Elm Way,F,89019.64,,20
308915593,Paul,D,Perez,1980-03-09,1404 Maple Blvd,F,113914.71,,32
264481748,Ashley,M,Clark,1990-08-25,8906 Pine Dr,M,88315.87,,35
867064555,Charles,M,Baker,1963-12-21,3013 Park Ln,M,118900.75,,37
809457825,Richard,K,Hall,1979-02-21,5986 Lincoln Ave,F,115592.14,,10
947134005,Charles,T,Allen,1966-12-03,8754 Park Rd,F,89789.24,,27
103302620,Margaret,G,Green,1974-06-19,1447 Elm Blvd,M,87127.57,,43
749701221,Linda,K,Campbell,1958-12-07,8677 Park Rd,M,122792.21,,29
125148911,Mary,W,Nguyen,1971-04-27,5079 Washington Ave,M,129405.85,,18
581997700,Anthony,R,Mitchell,1982-05-25,7916 Main Blvd,M,39793.33,,2
761662253,Mark,E,Lewis,1957-04-07,6224 Main Ave,M,116145.61,,17
556218652,William,S,Wilson,1983-02-12,8722 Washington Way,F,95959.49,,42
659597342,Joshua,F,Ramirez,1957-09-16,8390 Park Blvd,M,65841.43,,13
601463916,George,B,Baker,1961-01-13,5659 Elm Dr,M,65217.52,,1
566609283,Daniel,L,Ramirez,1993-09-04,6411 Lake Dr,F,53551.88,,1
467659963,Paul,T,Flores,1995-02-09,4494 Cedar Rd,M,60696.71,,22
960345542,Joshua,E,Taylor,1958-11-16,6181 Park Ave,M,28551.89,,1
865331071,Donna,N,Rodriguez,1982-05-06,2765 Main Ct,F,86589.48,,6
749703359,Robert,R,Walker,1975-11-21,6737 Washington Blvd,M,124434.1,,43
445570872,Ashley,S,Allen,1990-12-24,1434 Elm Way,M,68839.19,,50
118058086,Dorothy,R,Lewis,1993-05-13,2759 Oak Ct,M,114382.76,,50
695927284,Kimberly,K,Williams,1983-07-14,4207 Main St,F,104851.34,,26
427064197,Deborah,L,Lewis,1986-12-12,9040 Cedar Ct,F,67357.61,,2
847408994,Donna,T,Walker,1990-01-20,2256 Lincoln St,F,66928.26,,17
730822915,Anthony,D,Moore,1992-08-07,1631 Maple Dr,M,32156.32,,18
644068557,Donna,T,Davis,1965-04-04,8113 Lake Ln,F,73966.62,,15
522562723,Timothy,P,Smith,1980-01-14,5893 Main Ct,F,22532.35,,47
994453272,Melissa,L,Nguyen,1970-05-26,717 Elm Ln,M,71289.0,,7
240354421,Richard,N,White,1995-11-03,9640 Lake Rd,M,22834.02,,6
242734041,Nancy,F,Green,1975-11-16,1206 Maple St,F,69708.28,,42
628087492,Michael,P,Hernandez,1958-05-06,8999 Maple Ave,F,54866.63,,37
412572176,Kevin,T,Jones,1984-01-12,8595 Oak Blvd,F,131761.96,,28
836657349,George,D,Adams,1980-01-06,5326 Main Way,F,21506.53,,43
899358066,Linda,H,Rodriguez,1964-12-08,5136 Main Dr,M,147544.24,,29
942816002,Andrew,M,Brown,1955-03-28,6943 Oak Ave,F,34429.19,,15
821160591,Jennifer,D,Torres,1986-03-03,8483 Elm Ave,F,103763.78,,31
344378798,Joseph,A,Nelson,1967-07-11,4664 Elm Rd,F,101318.9,,1
656842161,Barbara,F,White,1962-03-01,8251 Pine Rd,F,101290.62,,18
143430175,John,J,Torres,1989-04-23,2672 Elm Ave,M,130565.48,,8
511017218,Margaret,N,Ramirez,1989-04-22,2941 Lincoln Blvd,M,92204.81,,25
455281449,John,H,Nelson,1989-07-24,9901 Cedar Rd,M,58757.84,,40
690867469,Deborah,T,Rodriguez,1981-01-07,3929 Maple Ave,M,33321.72,,25
737322987,Donna,M,Baker,1984-07-11,7285 Main Rd,M,50194.26,,33
167569640,Timothy,R,Torres,1994-07-16,453 Park St,F,59909.16,,45
929328811,David,P,Brown,1980-01-22,2573 Lake St,F,74509.69,,45
353190231,Anthony,E,Moore,1987-04-11,6154 Oak Ln,F,126805.17,,38
759787964,Christopher,F,Johnson,1958-05-13,1717 Maple Blvd,F,136091.43,,18
353087594,Brian,M,Hall,1990-07-26,919 Elm Ct,M,132184.0,,33
920512930,Sandra,J,Hall,1972-10-07,6685 Lake Ln,M,69389.8,,41
294394462,Timothy,R,Ramirez,1985-12-22,7865 Cedar Way,M,119295.16,,41
436168130,Deborah,T,Wright,1956-12-15,294 Maple Dr,M,107533.49,,3
871336275,Christopher,M,Sanchez,1963-06-17,9302 Elm Ln,M,33994.18,,1
159264825,Kenneth,C,White,1989-06-03,7630 Cedar Dr,M,92081.81,,26
881434315,Stephanie,C,Wright,1969-01-13,7998 Elm Ln,F,108638.65,,27
568294151,Sandra,B,Gonzalez,1965-05-05,577 Cedar Rd,M,103758.2,,4
115430761,Betty,M,Johnson,1974-05-17,2143 Lincoln Ct,F,73350.29,,24
206035856,John,N,Nelson,1986-09-20,9771 Cedar St,F,48693.96,,47
149395876,Lisa,F,Martinez,1983-07-08,5012 Washington St,M,100865.1,,23
559175471,Betty,N,White,1955-05-12,5856 Cedar Ct,M,48040.37,,30
721996865,Sandra,T,Allen,1964-12-20,1098 Cedar Ln,F,95240.77,,10
736821089,Mark,K,Garcia,1981-04-13,5794 Washington St,F,131527.12,,4
509539711,Margaret,A,Walker,1965-09-08,2334 Washington Rd,M,58747.35,,48
582478452,Richard,J,Walker,1979-05-06,7970 Pine Ct,M,22228.95,,17
416143580,Stephanie,E,Roberts,1982-07-19,9272 Oak Way,M,148702.94,,32
556323792,Daniel,F,Moore,1971-05-22,5989 Cedar Rd,F,26953.34,,36
329234183,Melissa,B,Lewis,1991-07-08,7602 Pine Ave,M,23898.4,,43
295070777,Carol,L,Robinson,1988-12-24,7184 Oak Way,F,20826.01,,26
169749378,Barbara,H,Roberts,1960-02-01,320 Maple Ave,M,95758.14,,31
929362584,Andrew,P,Brown,1963-07-23,6977 Lincoln Way,F,127128.16,,31
287362923,Barbara,B,Anderson,1962-11-02,3118 Park Ct,F,25454.23,,47
805713699,Donna,C,Green,1974-04-18,9121 Main Dr,M,62263.33,,25
507083673,Karen,P,Taylor,1960-08-01,8937 Oak Ln,M,102011.88,,1
267225747,Donald,E,Green,1968-06-19,613 Lake Way,M,141739.76,,25
660256254,Charles,A,Anderson,1978-10-12,4871 Cedar Blvd,F,81787.03,,30
365545740,John,J,Mitchell,1962-07-21,6665 Main Rd,M,29948.52,,34
278955493,Kevin,T,Sanchez,1955-06-06,2037 Oak Blvd,F,38140.33,,31
194195977,David,P,Martin,1965-07-02,3883 Pine Way,M,123654.14,,46
608941911,Sandra,A,Davis,1965-03-24,7395 Lincoln Ct,M,131773.54,,39
876692943,Betty,F,Smith,1995-09-17,1745 Cedar Dr,M,100752.09,,31
634211672,Betty,T,Moore,1960-12-14,1393 Washington Blvd,F,29636.34,,1
957579922,Robert,A,Martinez,1964-06-05,6499 Lincoln Ct,M,34711.32,,29
981854842,Michael,R,Young,1970-02-18,303 Washington Dr,M,66592.74,,17
396225446,Richard,D,Robinson,1960-11-07,9883 Oak St,F,69486.27,,1
201684681,Stephanie,W,Rodriguez,1990-12-11,1856 Park Ave,F,141974.85,,42
444603491,Matthew,D,Harris,1971-09-24,4733 Oak Ln,F,83284.61,,20
758663681,Brian,T,Wright,1990-12-25,1967 Washington Ct,M,35153.53,,10
687469231,Christopher,B,Davis,1959-07-17,8853 Oak Blvd,F,68148.38,,11
475748989,Kevin,S,Lopez,1956-12-27,2568 Washington Way,F,110471.05,,27
289718787,Kenneth,L,Thompson,1991-01-10,6613 Elm St,M,80404.27,,13
462424201,Jessica,M,Adams,1958-07-08,7944 Pine Ave,M,89104.44,,19
398238769,William,J,Brown,1970-04-18,2003 Oak Ln,F,62193.04,,47
627986559,Jennifer,S,Thompson,1981-06-11,1813 Main Ln,F,105494.2,,1
949206491,Mary,F,Hill,1972-12-05,4845 Oak St,M,116292.98,,27
422040680,Margaret,S,Lopez,1970-09-09,7294 Lake Ave,F,39012.03,,3
743761010,Sandra,H,Williams,1994-10-07,8873 Cedar Blvd,F,52132.31,,42
372473079,Steven,A,Hill,1972-01-21,4604 Lincoln Way,M,149445.92,,47
306034770,Thomas,P,Lewis,1995-10-04,2821 Elm Rd,M,69104.71,,19
711334576,Ashley,N,Johnson,1993-04-05,464 Elm Blvd,F,134553.34,,50
708449151,Daniel,K,Davis,1955-08-22,2510 Lincoln Blvd,F,101093.37,,44
532387352,Susan,J,King,1993-08-17,7203 Elm St,M,144666.32,,16
690729993,Daniel,C,Rivera,1975-09-08,3112 Park Ave,M,74071.06,,36
301360343,Kenneth,R,Garcia,1984-01-11,9612 Park Rd,F,140307.27,,8
105680775,Jennifer,E,Walker,1993-07-03,1149 Cedar Dr,F,30405.17,,4
285250002,Amanda,K,Flores,1992-02-22,2294 Maple Ave,M,59699.4,,13
664037702,Nancy,C,Nguyen,1979-02-01,6808 Cedar Way,M,92255.8,,47
592395371,Anthony,F,Carter,1976-04-10,9989 Main Blvd,M,31241.66,,35
961201669,Christopher,L,Green,1971-12-15,4573 Pine Ln,F,47381.11,,40
169001266,Nancy,A,Nguyen,1970-08-16,1751 Oak St,F,117733.83,,2
425545658,James,G,Gonzalez,1962-12-25,7946 Pine Dr,F,138966.44,,37
874301128,Amanda,M,Perez,1989-11-06,4914 Pine St,M,81078.17,,21
587021077,Donald,B,Sanchez,1986-04-13,8591 Main St,F,119389.68,,26
681564334,Joseph,W,Lewis,1964-11-16,2530 Maple Ave,M,40221.74,,40
153198929,Brian,M,Nguyen,1984-12-01,3036 Maple Ln,M,40996.56,,12
706445962,John,S,Williams,1958-06-03,5156 Oak Ln,F,144636.07,,34
194083770,Deborah,S,Lewis,1979-03-19,6612 Lake Ave,F,49182.91,,27
699429663,Ashley,M,Johnson,1994-11-28,8715 Main Blvd,M,27892.53,,5
241684797,Lisa,F,Taylor,1969-08-12,4820 Oak Blvd,F,56969.66,,12
565178496,Sarah,W,Smith,1989-04-19,632 Washington Ln,F,27912.52,,24
206273231,Carol,F,Jones,1977-09-26,2139 Park Ct,M,109231.41,,38
443202087,Daniel,A,Taylor,1985-07-25,8931 Elm Way,F,143385.9,,45
568213197,James,T,Wright,1967-06-14,1246 Maple Ln,M,107580.62,,1
361899532,Kimberly,F,Scott,1965-06-18,7085 Lincoln Dr,F,101868.84,,13
283055765,Betty,D,Perez,1970-09-28,2031 Cedar Rd,F,58160.86,,15
627941788,Paul,C,Moore,1976-10-01,471 Lake Blvd,M,77888.34,,38
469517811,Mary,P,Davis,1977-11-20,3359 Lake Blvd,F,66164.17,,45
977825620,Anthony,S,Campbell,1988-02-08,7083 Lincoln Ln,M,22087.38,,41
646357450,Lisa,S,Campbell,1980-01-19,5020 Cedar Ave,M,92151.83,,16
982978122,Karen,W,Allen,1990-10-19,2634 Elm St,F,66235.25,,10
355065530,Michael,B,Sanchez,1991-09-27,8143 Main St,F,20496.02,,7
409272679,Susan,T,Rodriguez,1974-10-04,1459 Washington Ln,M,37696.29,,2
636337835,Margaret,K,Smith,1961-10-04,8797 Maple Rd,M,70630.24,,21
551160662,Brian,W,Roberts,1965-10-13,3641 Maple Dr,M,146326.79,,38
298407302,William,S,Lee,1970-01-09,6384 Pine Ct,F,144024.53,,21
673234879,Matthew,F,Flores,1977-10-27,1643 Main Ln,F,46538.2,,41
361611400,Donna,B,Rodriguez,1961-11-20,6262 Main St,F,30493.94,,2
129367590,Donald,D,Taylor,1959-07-21,3710 Pine Ln,F,144207.94,,35
288378546,Carol,E,Walker,1961-02-25,1328 Lincoln Ln,F,75370.43,,9
810694145,Kimberly,R,Thompson,1971-02-18,1477 Maple Way,M,39580.61,,34
894582888,Paul,G,Wilson,1989-09-25,4337 Park Ct,M,110359.25,,44
597012485,Susan,F,Sanchez,1957-02-14,4976 Maple Ct,F,101095.35,,18
529563416,Richard,R,Roberts,1957-06-22,276 Oak Rd,M,47128.21,,28
153689819,Michael,T,Torres,1961-06-14,7937 Pine Rd,F,133016.35,,33
945436943,Brian,D,Harris,1957-08-08,3369 Lincoln Ln,F,115643.09,,1
461608429,George,F,Gonzalez,1967-03-17,2611 Lake Dr,M,37717.98,,10
231437224,Margaret,J,King,1962-09-17,181 Cedar Rd,M,91172.1,,32
258391889,George,J,Garcia,1966-08-02,4614 Lake Dr,F,42485.87,,49
396686966,Nancy,A,Williams,1955-01-25,496 Oak Ave,F,41440.11,,49
218609961,Michael,T,Nelson,1959-01-27,2226 Main St,M,33917.17,,14
409637808,Robert,D,Hernandez,1972-02-23,2524 Lincoln Blvd,M,87689.39,,42
975155164,Sarah,M,Lewis,1994-11-22,7885 Park Way,M,20406.78,,42
655363795,George,J,Hernandez,1978-03-24,4503 Elm St,F,124924.02,,19
309254786,Christopher,N,Campbell,1977-03-23,1695 Maple Way,M,85283.03,,11
128370531,Stephanie,P,Garcia,1963-10-10,4075 Lake Ln,M,100715.67,,38
593657365,Robert,L,Torres,1982-10-13,6943 Cedar Ave,F,20625.7,,1
897717178,Stephanie,T,Hill,1978-04-21,4621 Pine Way,M,135335.19,,10
882931517,David,M,Miller,1973-05-18,9089 Elm Ave,M,133518.75,,2
992582047,Brian,C,Clark,1986-03-21,5061 Pine Rd,M,112980.73,,26
652177932,Kimberly,W,Roberts,1977-07-06,2342 Maple Way,F,27587.99,,22
828327980,Paul,K,Lewis,1994-06-26,1175 Pine Ct,M,30422.15,,13
625294300,Carol,T,Anderson,1956-10-19,9481 Lincoln Rd,M,123264.68,,13
755813451,Margaret,H,Baker,1966-02-15,4962 Pine Ln,F,53284.37,,50
773020489,Melissa,S,Wright,1957-10-03,3946 Cedar Dr,M,84718.28,,1
336590009,Karen,D,Smith,1970-11-10,7230 Lake Way,F,47740.42,,8
211734883,John,S,Allen,1969-11-12,7169 Lincoln Rd,M,22787.62,,5
361618173,Timothy,P,Flores,1980-08-18,9382 Lincoln Way,M,93631.31,,35
337184468,Kenneth,D,Young,1964-06-24,1374 Pine Ln,F,41825.36,,7
692288022,Deborah,J,Garcia,1987-04-09,3675 Lincoln Rd,M,139849.52,,35
434961542,Andrew,N,Sanchez,1967-02-19,4078 Elm Rd,M,113698.38,,1
371147197,Timothy,W,Thompson,1978-08-21,2023 Washington Ave,F,74470.54,,34
948239575,Sarah,L,Johnson,1966-05-02,2176 Washington Ave,M,88100.2,,1
196348005,George,F,Gonzalez,1963-10-24,7099 Elm Ln,M,36262.15,,43
186019028,Susan,C,Hill,1959-11-28,3953 Washington Ave,M,96313.95,,1
594463016,Timothy,B,Harris,1969-12-13,2606 Elm Way,F,67017.17,,21
405460403,Joshua,A,King,1963-05-01,5020 Pine Dr,F,22821.18,,46
647459629,Sandra,J,Lewis,1957-09-06,2021 Pine Way,F,55661.74,,13
989006374,Paul,J,Scott,1972-03-04,9714 Pine Dr,M,40095.02,,1
330307055,Donald,P,Mitchell,1960-09-11,1968 Park Way,M,71694.42,,8
562619968,Steven,L,Brown,1983-05-12,1702 Oak Way,F,45211.11,,14
846290420,Donna,D,Mitchell,1965-02-12,3361 Maple Dr,F,35959.08,,29
324822604,Timothy,F,Torres,1965-08-26,1542 Main Way,F,72441.15,,32
510406943,Joshua,W,Mitchell,1973-02-14,6358 Elm Blvd,M,83044.21,,5
832999366,Robert,F,Lopez,1987-02-13,765 Washington Rd,F,36908.65,,39
442592338,Mark,M,Mitchell,1985-06-16,5019 Lincoln Ln,M,49654.51,,12
885876277,John,W,Mitchell,1980-04-06,1477 Park Ave,M,114482.36,,42
716019237,Karen,F,Mitchell,1967-08-24,3371 Pine Dr,F,46881.22,,14
564071937,Melissa,S,Hernandez,1993-10-10,9725 Pine Ct,F,46221.35,,11
195758283,Lisa,C,Wilson,1962-10-25,4167 Maple Blvd,M,112915.52,,8
176100340,James,G,Adams,1986-02-15,1094 Maple Way,F,123252.45,,5
928937053,Emily,R,Nelson,1961-11-28,5709 Park Rd,M,121654.05,,29
932120169,Michelle,S,Mitchell,1958-12-05,8598 Pine Ln,F,35764.31,,1
152936042,Linda,D,Flores,1963-12-20,3058 Oak Ct,F,52031.55,,26
888714879,Dorothy,R,Anderson,1982-04-28,8936 Pine Ave,M,90656.53,,22
729712082,Emily,W,Perez,1962-07-12,7029 Oak Rd,F,30549.39,,1
655511084,Daniel,E,Roberts,1990-11-19,3081 Main Way,M,44941.72,,1
493841945,Steven,P,Clark,1976-03-12,4385 Park Dr,F,56613.35,,7
750009892,Nancy,R,Wright,1963-04-21,2370 Lake Dr,M,60169.79,,47
786208311,Patricia,K,Thomas,1968-04-07,5917 Pine Rd,F,134852.43,,9
517532243,Nancy,N,Campbell,1965-08-05,8851 Oak Way,M,56716.71,,1
963968184,Ashley,K,Baker,1989-03-03,7337 Maple Rd,F,105225.39,,1
853818040,Sandra,C,Jones,1960-05-22,5959 Lincoln Way,M,137860.11,,10
383996078,Paul,M,Smith,1986-12-14,7230 Maple Dr,F,60567.35,,48
298435923,Barbara,H,Hernandez,1987-12-23,9056 Pine Ct,F,57704.7,,44
191927283,Kimberly,M,Jones,1988-09-17,8416 Park St,F,46199.94,,1
621689527,Mark,L,Flores,1974-12-19,2596 Lake Ln,F,144625.66,,12
922334721,Joseph,C,Jackson,1993-09-14,4323 Pine St,M,95138.33,,9
489122363,Emily,S,Rodriguez,1962-01-12,6012 Main Rd,F,38738.23,,37
208652175,Mary,E,Harris,1962-06-07,5098 Lincoln Dr,F,125233.41,,44
811237418,David,B,Green,1968-06-01,698 Washington Ave,F,85077.81,,32
874807770,Christopher,C,Brown,1964-03-25,915 Elm Rd,F,39858.16,,1
881538189,Christopher,C,Flores,1994-07-13,3914 Washington Ln,M,144550.33,,30
784428973,Daniel,P,Flores,1972-06-09,4475 Elm Rd,F,79944.12,,45
448059918,Dorothy,A,Davis,1978-05-08,1049 Pine Ave,M,108552.88,,1
203467018,James,L,Green,1957-06-26,3040 Cedar Dr,M,91478.33,,2
920027849,Kimberly,H,Lopez,1959-06-27,2284 Park Ln,M,74953.89,,26
354231714,Charles,J,Lee,1980-12-27,5445 Maple Ct,F,50369.46,,14
590523712,Lisa,G,Harris,1985-02-08,6348 Lake Ln,F,129415.37,,1
761975126,Barbara,L,Nelson,1975-01-05,7614 Main Ct,F,34768.89,,45
561411684,Jessica,N,Gonzalez,1988-05-12,2331 Washington Way,F,55016.83,,41
867074846,Brian,E,Anderson,1963-03-23,7291 Lincoln Ln,M,110408.84,,8
866992315,Margaret,R,Thomas,1992-02-20,179 Oak Ave,M,52775.93,,27
490392385,Nancy,K,Davis,1961-11-01,9140 Main Ln,F,116367.97,,25
502651705,Sarah,N,Walker,1972-10-15,8904 Maple Blvd,F,98777.89,,18
949436665,Joshua,W,Mitchell,1995-04-02,7898 Cedar Blvd,M,140409.67,,33
833238075,Dorothy,J,Thompson,1995-08-16,2609 Lincoln Ln,M,38772.96,,42
507104143,Amanda,F,Flores,1991-05-13,9077 Oak Rd,F,66815.4,,1
529151399,Amanda,W,Perez,1956-02-09,3025 Lake Rd,M,58673.1,,1
783417080,Michelle,S,Lopez,1989-04-12,1688 Main Ln,M,135886.78,,47
615793279,Donna,P,Baker,1989-05-28,7020 Oak Ave,M,69513.14,,5
809960056,Barbara,B,Mitchell,1979-11-02,3342 Main St,M,102501.98,,17
918500336,John,B,Hill,1968-12-22,4901 Maple Way,M,74501.09,,13
896209276,Anthony,R,Jackson,1965-12-14,6886 Main Ave,M,47011.89,,32
670201461,Joseph,H,Brown,1961-07-11,7839 Elm Blvd,M,48935.56,,1
158011705,Carol,M,Jackson,1968-07-09,5577 Lake Ct,M,33574.74,,5
940035404,Timothy,K,Rivera,1975-12-02,4548 Washington Ave,F,134016.34,,25
203917887,George,H,Lewis,1960-02-17,1495 Maple Ave,F,110259.37,,23
790756707,Matthew,N,Thomas,1960-08-15,9488 Lincoln Ave,F,78118.86,,9
840309605,Donna,J,Miller,1991-04-06,4535 Maple Dr,M,27734.64,,32
422468580,Steven,K,Nelson,1981-06-13,4944 Park Blvd,M,83636.29,,1
968032765,Brian,D,Miller,1965-03-05,9320 Oak Ct,F,67667.83,,46
253110618,Christopher,M,Torres,1979-07-10,7418 Main Ave,M,21761.01,,19
900073006,David,A,Brown,1955-06-07,2742 Park Ln,M,90716.34,,14
977784205,Christopher,E,Nguyen,1990-09-08,2240 Main St,M,37513.12,,25
719843588,Joshua,G,Hall,1955-11-05,313 Main St,M,147227.82,,19
145965208,Kevin,G,King,1978-07-16,7548 Oak St,F,33419.25,,35
594301215,Nancy,K,Thompson,1961-01-12,3150 Washington Ln,M,33173.91,,33
288320743,Donald,N,Smith,1959-06-08,5167 Pine Dr,M,56181.02,,48
988286002,William,J,Walker,1966-09-06,9274 Lake Ln,F,20657.39,,7
339314901,Stephanie,R,Scott,1979-02-07,7793 Elm Ln,F,73681.52,,43
907034823,Kimberly,S,Robinson,1967-05-22,8257 Lincoln Rd,F,125232.61,,36
793014773,Donald,F,Jones,1984-11-07,3349 Lincoln Dr,M,144369.83,,3
309000988,Sandra,P,Scott,1967-05-18,2407 Washington Way,M,70493.86,,31
195535272,Betty,L,Roberts,1972-03-28,3798 Cedar St,M,69030.28,,16
287455232,James,D,Garcia,1970-08-28,9599 Park Rd,F,22932.66,,38
747073692,Melissa,C,Jones,1961-05-27,3028 Park Ave,F,91947.03,,25
786569718,Matthew,B,Smith,1989-01-04,7875 Lake Way,F,112425.72,,37
669200353,David,D,Johnson,1985-03-18,8758 Lincoln St,F,37888.24,,31
788232308,Amanda,B,Lee,1982-07-09,2094 Park Ct,F,66991.34,,50
945935953,Kenneth,D,Allen,1959-12-28,6593 Lincoln Ct,F,86844.52,,6
504040007,Ashley,H,Carter,1961-07-05,5315 Main Way,F,136742.77,,45
465708674,Joshua,N,Roberts,1975-01-21,4578 Lincoln Ct,M,66255.46,,26
519921150,Barbara,B,King,1977-09-03,8240 Cedar Ln,M,80783.97,,24
154544899,Jennifer,P,Moore,1957-01-11,2243 Cedar Blvd,F,94134.88,,1
972717220,Matthew,M,Harris,1966-12-01,2144 Lincoln Ln,M,77795.1,,16
795720929,Betty,A,Scott,1990-03-04,784 Oak Way,M,59609.85,,49
869645166,Nancy,D,Carter,1981-01-21,9747 Elm Ct,F,105599.37,,34
551478978,Nancy,M,Taylor,1992-05-15,2029 Lincoln St,M,81388.56,,14
189535259,Donald,G,Miller,1989-10-07,9902 Lincoln Rd,M,95622.76,,9
852242243,Michelle,D,Ramirez,1970-08-12,6405 Main St,M,103641.83,,12
952508471,Jennifer,M,Ramirez,1985-11-28,1745 Washington Rd,M,112552.46,,35
291027373,Margaret,C,Gonzalez,1960-02-23,9897 Washington Rd,M,113065.45,,36
524330442,Donald,E,Carter,1988-08-20,9533 Elm Way,M,101021.08,,6
920184955,Margaret,M,Williams,1980-01-19,9304 Pine Ln,F,22205.95,,1
911101211,Michael,T,Roberts,1975-07-15,2800 Cedar Dr,M,80081.77,,6
786188102,Jennifer,S,Nguyen,1989-03-04,3268 Cedar Way,M,94427.57,,23
158591050,Joseph,F,Williams,1985-05-06,7753 Washington Ave,F,25302.92,,24
897281186,Patricia,K,White,1960-10-12,7575 Lincoln Blvd,F,105618.17,,25
245797792,Dorothy,D,Robinson,1972-04-01,7060 Park Ave,M,118482.66,,19
877817678,William,J,Williams,1986-12-15,9259 Cedar Ct,M,93671.23,,36
419245200,Andrew,N,Anderson,1994-12-03,9573 Elm Ln,F,28745.07,,35
954281797,Karen,E,Allen,1992-08-07,1433 Lincoln Ave,M,86119.79,,50
221265692,Anthony,R,Williams,1959-05-21,5248 Oak Dr,F,87482.96,,46
270036116,Kevin,A,Green,1995-05-04,9041 Elm Dr,F,108965.0,,50
533950946,Andrew,W,Anderson,1957-06-06,1796 Washington St,M,95986.84,,13
759419497,Karen,S,Davis,1961-04-28,6758 Pine Dr,F,99248.94,,13
109099680,Michelle,F,Lewis,1977-12-07,2580 Washington Ct,M,31269.44,,8
973851617,Kimberly,G,Garcia,1992-01-21,1676 Pine St,M,136127.83,,25
522809954,Michael,E,Lee,1992-01-28,5081 Lincoln Blvd,M,77444.89,,32
259831058,Carol,A,Williams,1979-05-05,5503 Washington St,F,82158.13,,27
221908669,Daniel,N,Rivera,1963-08-27,8114 Lake Way,M,23765.13,,19
808191951,Betty,A,Roberts,1976-09-15,1818 Cedar Way,M,115223.65,,35
551125671,Matthew,A,Carter,1991-07-16,196 Maple Rd,F,118275.98,,1
874768179,Anthony,D,Taylor,1994-04-07,2078 Washington Dr,F,127192.04,,14
